,maxO3,T6,T9,T12,T15,T18,Ne6,Ne9,Ne12,Ne15,Ne18,Vdir6,Vvit6,Vdir9,Vvit9,Vdir12,Vvit12,Vdir15,Vvit15,Vdir18,Vvit18,Vx,maxO3v,maxO3l
619,69.2,13.4,17.0,18.4,17.9,16.2,1.0,4.0,5.0,6.0,6.0,240.0,3.0,250.0,7.0,230.0,8.0,250.0,7.0,250.0,6.0,-6.1284,63.0,66.2
620,66.2,10.8,12.9,11.9,11.9,10.4,6.0,5.0,6.0,7.0,8.0,300.0,5.0,320.0,8.0,330.0,10.0,330.0,9.0,320.0,6.0,-5.0,69.2,67.4
621,67.4,9.4,13.6,15.2,15.6,13.2,1.0,7.0,7.0,7.0,8.0,280.0,2.0,310.0,3.0,300.0,7.0,360.0,5.0,240.0,3.0,-6.0622,66.2,67.4
622,67.4,11.5,12.9,14.9,19.1,16.8,8.0,8.0,8.0,7.0,7.0,180.0,4.0,190.0,7.0,200.0,8.0,270.0,7.0,290.0,5.0,-2.7362,67.4,70.2
623,70.2,12.3,15.2,17.3,16.4,14.9,7.0,7.0,7.0,7.0,7.0,240.0,3.0,280.0,4.0,260.0,5.0,260.0,7.0,260.0,3.0,-4.924,67.4,85.8
624,85.8,12.6,14.0,15.0,17.0,16.6,8.0,8.0,7.0,3.0,2.0,300.0,4.0,310.0,4.0,310.0,7.0,350.0,7.0,340.0,6.0,-5.3623,70.2,84.6
625,84.6,9.4,14.8,18.3,19.1,18.2,2.0,3.0,4.0,5.0,2.0,260.0,1.0,290.0,2.0,270.0,3.0,320.0,3.0,10.0,4.0,-3.0,85.8,104.0
626,104.0,9.8,15.7,19.6,21.2,20.6,7.0,6.0,6.0,6.0,3.0,300.0,1.0,180.0,1.0,270.0,3.0,250.0,3.0,250.0,4.0,-3.0,84.6,91.4
627,91.4,13.3,17.3,21.2,23.8,23.7,7.0,5.0,4.0,2.0,5.0,250.0,1.0,290.0,3.0,250.0,3.0,240.0,3.0,320.0,1.0,-2.8191,104.0,115.2
628,115.2,14.8,22.9,27.3,29.7,29.5,5.0,5.0,5.0,6.0,6.0,120.0,3.0,150.0,4.0,150.0,4.0,170.0,4.0,150.0,4.0,2.0,91.4,151.2
629,151.2,18.8,26.0,32.7,35.1,31.2,7.0,5.0,5.0,5.0,4.0,130.0,2.0,130.0,4.0,160.0,6.0,200.0,7.0,220.0,3.0,2.0521,115.2,106.8
630,106.8,16.9,17.6,20.3,21.3,20.7,8.0,8.0,7.0,6.0,7.0,290.0,2.0,40.0,3.0,320.0,1.0,10.0,4.0,20.0,2.0,-0.6428,151.2,85.6
631,85.6,13.8,17.6,20.8,22.1,19.2,5.0,5.0,6.0,6.0,5.0,220.0,1.0,300.0,2.0,290.0,3.0,310.0,2.0,10.0,5.0,-2.8191,106.8,92.6
632,92.6,12.4,18.4,21.8,24.1,22.8,4.0,5.0,5.0,5.0,6.0,0.0,0.0,270.0,2.0,280.0,2.0,240.0,2.0,280.0,3.0,-1.9696,85.6,88.4
633,88.4,14.2,19.2,23.2,23.9,20.7,1.0,1.0,4.0,4.0,7.0,240.0,1.0,250.0,3.0,210.0,4.0,260.0,5.0,250.0,5.0,-2.0,92.6,72.6
634,72.6,13.9,17.4,20.3,20.7,19.9,2.0,4.0,6.0,6.0,6.0,250.0,2.0,300.0,3.0,260.0,4.0,260.0,6.0,270.0,5.0,-3.9392,88.4,69.2
635,69.2,13.6,19.1,19.7,20.3,18.7,5.0,6.0,7.0,7.0,7.0,220.0,3.0,230.0,6.0,230.0,6.0,240.0,6.0,230.0,6.0,-4.5963,72.6,65.8
636,65.8,16.0,17.5,16.1,19.2,19.5,7.0,8.0,8.0,6.0,2.0,220.0,7.0,220.0,8.0,230.0,4.0,250.0,6.0,260.0,5.0,-3.0642,69.2,68.4
637,68.4,12.1,17.2,18.7,20.5,19.2,1.0,5.0,6.0,6.0,7.0,270.0,1.0,260.0,4.0,260.0,4.0,270.0,4.0,270.0,4.0,-3.9392,65.8,58.4
638,58.4,12.2,15.5,17.3,18.3,17.7,7.0,7.0,8.0,8.0,8.0,250.0,1.0,280.0,2.0,310.0,4.0,280.0,4.0,300.0,3.0,-3.0642,68.4,40.2
639,40.2,14.5,16.6,19.6,21.1,18.9,8.0,8.0,8.0,7.0,7.0,210.0,3.0,230.0,4.0,240.0,4.0,250.0,4.0,20.0,2.0,-3.4641,58.4,83.8
640,83.8,15.0,18.9,19.8,20.3,20.4,8.0,8.0,8.0,8.0,7.0,50.0,2.0,70.0,4.0,80.0,5.0,80.0,7.0,70.0,6.0,4.924,40.2,66.8
641,66.8,14.8,14.0,16.0,16.3,16.0,8.0,8.0,8.0,8.0,8.0,70.0,3.0,70.0,4.0,70.0,5.0,70.0,5.0,70.0,4.0,4.6985,83.8,89.4
642,89.4,14.5,15.9,17.8,18.4,17.8,7.0,6.0,7.0,6.0,5.0,30.0,5.0,30.0,5.0,20.0,6.0,20.0,5.0,350.0,5.0,2.0521,66.8,81.6
643,81.6,12.4,16.1,18.6,20.2,18.2,8.0,7.0,8.0,4.0,5.0,290.0,1.0,340.0,3.0,330.0,3.0,330.0,4.0,10.0,6.0,-1.5,89.4,58.6
644,58.6,10.7,13.9,17.1,18.4,18.6,6.0,8.0,8.0,8.0,7.0,290.0,1.0,270.0,3.0,290.0,3.0,320.0,3.0,340.0,2.0,-2.8191,81.6,42.8
645,42.8,14.1,15.6,16.9,18.0,17.3,8.0,7.0,7.0,7.0,8.0,320.0,3.0,300.0,1.0,280.0,2.0,340.0,3.0,350.0,2.0,-1.9696,58.6,79.0
646,79.0,14.6,15.4,17.7,20.0,19.6,8.0,8.0,8.0,6.0,1.0,310.0,1.0,0.0,0.0,30.0,2.0,330.0,7.0,350.0,5.0,1.0,42.8,73.6
647,73.6,12.5,16.1,18.9,19.8,18.9,2.0,6.0,5.0,5.0,4.0,320.0,2.0,340.0,6.0,350.0,5.0,340.0,6.0,350.0,4.0,-0.8682,79.0,56.4
648,56.4,13.2,17.3,18.9,19.3,18.4,8.0,6.0,8.0,8.0,8.0,230.0,3.0,230.0,4.0,270.0,4.0,250.0,5.0,250.0,3.0,-4.0,73.6,65.8
649,65.8,15.8,17.1,19.1,19.7,19.5,7.0,7.0,7.0,7.0,8.0,270.0,3.0,280.0,4.0,260.0,4.0,270.0,4.0,270.0,4.0,-3.9392,56.4,79.0
650,79.0,15.7,17.9,21.3,21.4,18.1,7.0,6.0,6.0,7.0,8.0,300.0,5.0,280.0,4.0,240.0,5.0,240.0,7.0,240.0,6.0,-4.3301,65.8,37.0
651,37.0,16.4,19.1,21.3,20.0,19.2,8.0,7.0,7.0,7.0,7.0,250.0,6.0,250.0,6.0,240.0,9.0,240.0,9.0,230.0,8.0,-7.7942,79.0,65.4
652,65.4,14.0,16.3,18.9,19.9,19.0,8.0,4.0,4.0,4.0,1.0,300.0,3.0,320.0,6.0,330.0,6.0,340.0,6.0,340.0,5.0,-3.0,37.0,67.2
653,67.2,11.2,17.0,19.1,20.5,18.5,0.0,4.0,5.0,5.0,2.0,270.0,2.0,330.0,5.0,340.0,5.0,340.0,4.0,20.0,6.0,-1.7101,65.4,57.0
654,57.0,12.7,16.9,17.4,18.2,17.3,6.0,7.0,8.0,8.0,7.0,280.0,3.0,250.0,4.0,260.0,3.0,270.0,3.0,270.0,3.0,-2.9544,67.2,50.4
655,50.4,16.1,18.7,19.7,19.3,20.5,8.0,7.0,7.0,7.0,7.0,240.0,4.0,260.0,6.0,260.0,5.0,260.0,5.0,270.0,4.0,-4.924,57.0,78.0
656,78.0,15.6,18.4,21.1,21.9,21.0,8.0,7.0,5.0,4.0,4.0,220.0,5.0,240.0,5.0,270.0,6.0,260.0,5.0,250.0,5.0,-6.0,50.4,64.0
657,64.0,12.7,17.9,19.6,20.8,21.1,4.0,7.0,7.0,7.0,6.0,270.0,2.0,260.0,3.0,290.0,3.0,290.0,3.0,330.0,1.0,-2.8191,78.0,91.6
658,91.6,13.9,21.7,26.1,26.3,24.2,3.0,5.0,6.0,5.0,6.0,130.0,2.0,160.0,4.0,220.0,4.0,240.0,5.0,240.0,5.0,-2.5712,64.0,72.8
659,72.8,14.5,18.6,24.5,25.7,22.2,3.0,5.0,2.0,7.0,8.0,200.0,1.0,220.0,3.0,240.0,2.0,240.0,2.0,240.0,3.0,-1.7321,91.6,76.4
660,76.4,14.3,18.6,20.3,21.7,20.5,1.0,5.0,5.0,4.0,1.0,240.0,2.0,250.0,6.0,220.0,8.0,250.0,7.0,260.0,6.0,-5.1423,72.8,76.2
661,76.2,13.3,19.8,21.6,21.7,17.9,4.0,6.0,8.0,8.0,8.0,170.0,2.0,200.0,6.0,210.0,6.0,210.0,7.0,190.0,6.0,-3.0,76.4,55.2
662,55.2,15.7,16.8,17.7,18.0,16.3,8.0,8.0,8.0,8.0,8.0,240.0,3.0,240.0,3.0,210.0,2.0,350.0,1.0,30.0,3.0,-1.0,76.2,79.2
663,79.2,11.4,17.5,21.1,21.9,20.8,2.0,5.0,3.0,4.0,2.0,320.0,2.0,20.0,3.0,40.0,4.0,20.0,4.0,20.0,6.0,2.5712,55.2,110.0
664,110.0,10.7,19.3,22.8,23.5,21.7,1.0,4.0,6.0,5.0,4.0,0.0,0.0,90.0,2.0,80.0,3.0,350.0,3.0,20.0,4.0,2.9544,79.2,121.6
665,121.6,12.2,17.0,20.0,23.5,24.3,7.0,8.0,8.0,3.0,1.0,320.0,1.0,110.0,1.0,300.0,1.0,50.0,2.0,350.0,1.0,-0.866,110.0,69.4
666,69.4,14.8,18.3,19.1,20.7,20.3,7.0,6.0,8.0,7.0,2.0,240.0,1.0,330.0,5.0,340.0,5.0,310.0,5.0,340.0,5.0,-1.7101,121.6,49.0
667,49.0,15.0,15.7,17.1,20.6,19.4,7.0,8.0,8.0,7.0,7.0,220.0,3.0,220.0,6.0,220.0,7.0,280.0,5.0,300.0,5.0,-4.4995,69.4,59.0
668,59.0,15.1,18.3,18.4,19.1,20.4,8.0,7.0,8.0,8.0,7.0,250.0,3.0,250.0,5.0,240.0,8.0,240.0,7.0,240.0,4.0,-6.9282,49.0,56.2
669,56.2,13.4,17.7,20.2,21.5,20.1,1.0,5.0,7.0,7.0,5.0,250.0,3.0,290.0,6.0,290.0,6.0,280.0,5.0,330.0,4.0,-5.6382,59.0,57.2
670,57.2,12.1,17.4,20.0,19.7,18.8,2.0,5.0,6.0,7.0,7.0,250.0,2.0,290.0,2.0,320.0,2.0,10.0,4.0,10.0,3.0,-1.2856,56.2,68.8
671,68.8,11.6,16.2,19.3,18.0,18.6,9.0,4.0,6.0,6.0,6.0,320.0,3.0,340.0,3.0,30.0,4.0,260.0,3.0,10.0,4.0,2.0,57.2,80.2
672,80.2,11.6,17.9,21.5,22.7,21.0,1.0,1.0,3.0,4.0,1.0,330.0,1.0,30.0,4.0,40.0,3.0,10.0,5.0,40.0,4.0,1.9284,68.8,88.2
680,144.8,16.3,25.9,33.2,34.8,32.8,0.0,1.0,2.0,2.0,2.0,0.0,0.0,180.0,1.0,250.0,4.0,260.0,3.0,270.0,3.0,-3.7588,155.6,76.2
681,76.2,16.1,19.0,26.7,29.3,26.2,7.0,6.0,6.0,3.0,4.0,10.0,3.0,40.0,3.0,340.0,2.0,10.0,3.0,360.0,4.0,-0.684,144.8,79.4
682,79.4,15.1,20.5,23.7,23.2,20.1,7.0,6.0,7.0,6.0,3.0,320.0,3.0,10.0,4.0,320.0,5.0,10.0,6.0,360.0,7.0,-3.2139,76.2,121.6
683,121.6,12.1,17.9,21.3,22.4,20.5,2.0,2.0,4.0,5.0,6.0,340.0,2.0,20.0,4.0,360.0,4.0,10.0,5.0,10.0,5.0,0.0,79.4,78.4
684,78.4,11.6,18.9,23.8,26.3,26.0,2.0,3.0,5.0,5.0,5.0,280.0,1.0,130.0,1.0,240.0,1.0,310.0,2.0,310.0,2.0,-0.866,121.6,100.0
685,100.0,12.4,19.5,23.8,23.1,20.6,6.0,5.0,6.0,6.0,3.0,310.0,2.0,350.0,3.0,10.0,4.0,350.0,6.0,350.0,6.0,0.6946,78.4,75.2
686,75.2,11.7,19.4,23.1,24.5,21.1,2.0,2.0,3.0,2.0,2.0,330.0,2.0,20.0,4.0,350.0,5.0,340.0,5.0,350.0,5.0,-0.8682,100.0,71.4
687,71.4,10.8,16.5,22.4,22.7,20.5,7.0,6.0,5.0,7.0,6.0,290.0,1.0,340.0,2.0,270.0,2.0,350.0,5.0,20.0,5.0,-2.0,75.2,98.6
688,98.6,14.2,16.7,18.5,22.2,20.6,8.0,8.0,7.0,6.0,4.0,300.0,1.0,300.0,2.0,10.0,2.0,360.0,3.0,350.0,5.0,0.3473,71.4,79.4
689,79.4,11.5,18.8,22.6,23.8,22.0,0.0,1.0,3.0,3.0,1.0,270.0,1.0,360.0,2.0,360.0,2.0,300.0,2.0,20.0,4.0,0.0,98.6,55.8
690,55.8,11.6,18.0,20.5,21.5,20.5,0.0,2.0,7.0,7.0,7.0,310.0,2.0,310.0,3.0,320.0,4.0,300.0,4.0,280.0,3.0,-2.5712,79.4,45.6
691,45.6,17.7,20.8,21.7,22.8,20.9,8.0,8.0,7.0,7.0,7.0,250.0,5.0,270.0,7.0,320.0,7.0,320.0,8.0,330.0,6.0,-4.4995,55.8,68.0
692,68.0,17.0,18.2,21.5,22.9,18.8,8.0,8.0,8.0,8.0,8.0,260.0,4.0,240.0,4.0,250.0,5.0,290.0,8.0,330.0,4.0,-4.6985,45.6,69.2
693,69.2,11.6,17.6,21.1,21.8,20.8,3.0,3.0,4.0,7.0,7.0,0.0,0.0,280.0,3.0,300.0,4.0,260.0,4.0,250.0,5.0,-3.4641,68.0,94.6
697,97.2,13.4,17.1,19.5,20.1,17.6,1.0,2.0,2.0,3.0,1.0,30.0,3.0,70.0,6.0,50.0,6.0,50.0,5.0,40.0,6.0,4.5963,84.6,101.6
698,101.6,7.0,15.9,19.3,21.1,18.6,2.0,2.0,5.0,4.0,1.0,300.0,1.0,350.0,1.0,10.0,5.0,20.0,6.0,20.0,6.0,0.8682,97.2,102.6
699,102.6,8.7,16.5,20.9,22.5,21.1,1.0,2.0,5.0,5.0,2.0,0.0,0.0,140.0,4.0,100.0,3.0,100.0,5.0,80.0,3.0,2.9544,101.6,115.8
706,74.2,15.5,18.6,17.8,21.6,19.4,4.0,6.0,6.0,6.0,3.0,240.0,4.0,270.0,5.0,310.0,5.0,280.0,7.0,260.0,3.0,-3.8302,55.6,78.4
707,78.4,16.1,18.1,22.6,21.6,18.7,8.0,7.0,7.0,7.0,8.0,160.0,3.0,190.0,7.0,190.0,8.0,230.0,3.0,220.0,7.0,-1.3892,74.2,78.6
708,78.6,16.3,19.7,23.2,22.8,19.5,6.0,4.0,5.0,4.0,7.0,190.0,4.0,230.0,5.0,240.0,6.0,240.0,9.0,240.0,5.0,-5.1962,78.4,75.6
709,75.6,16.6,18.5,23.1,24.3,20.6,8.0,8.0,4.0,2.0,6.0,210.0,6.0,230.0,5.0,260.0,9.0,240.0,7.0,230.0,6.0,-8.8633,78.6,67.8
710,67.8,18.3,20.2,23.0,21.8,19.6,7.0,6.0,5.0,6.0,5.0,230.0,4.0,230.0,8.0,240.0,9.0,230.0,9.0,230.0,6.0,-7.7942,75.6,70.0
711,70.0,16.4,17.3,17.3,19.9,18.0,2.0,6.0,6.0,5.0,6.0,220.0,5.0,250.0,5.0,290.0,6.0,280.0,6.0,290.0,5.0,-5.6382,67.8,68.0
712,68.0,13.3,13.1,14.3,14.1,12.8,8.0,8.0,8.0,7.0,5.0,200.0,3.0,220.0,4.0,230.0,3.0,320.0,3.0,350.0,4.0,-2.2981,70.0,80.2
713,80.2,9.9,12.7,13.3,14.5,13.5,7.0,7.0,8.0,5.0,1.0,270.0,4.0,260.0,5.0,240.0,5.0,320.0,6.0,330.0,5.0,-4.3301,68.0,87.8
714,87.8,10.6,12.1,14.8,15.3,13.8,6.0,6.0,6.0,4.0,4.0,280.0,7.0,340.0,8.0,350.0,9.0,340.0,6.0,340.0,3.0,-1.5628,80.2,64.6
715,64.6,10.2,13.3,13.9,16.2,14.3,6.0,6.0,6.0,6.0,5.0,290.0,4.0,300.0,6.0,310.0,8.0,320.0,8.0,310.0,6.0,-6.1284,87.8,63.6
716,63.6,11.9,15.0,18.4,20.8,18.4,8.0,8.0,8.0,5.0,6.0,230.0,3.0,230.0,5.0,250.0,5.0,290.0,7.0,300.0,3.0,-4.6985,64.6,74.6
717,74.6,13.6,16.3,18.2,19.1,16.0,7.0,6.0,7.0,7.0,6.0,270.0,3.0,330.0,5.0,330.0,6.0,330.0,5.0,300.0,2.0,-3.0,63.6,70.2
718,70.2,12.3,16.0,19.2,20.7,18.6,6.0,4.0,6.0,6.0,3.0,290.0,3.0,310.0,4.0,320.0,4.0,310.0,3.0,40.0,3.0,-2.5712,74.6,92.2
719,92.2,9.2,15.5,22.2,23.7,21.2,0.0,2.0,3.0,4.0,4.0,290.0,1.0,160.0,1.0,140.0,2.0,80.0,2.0,90.0,2.0,1.2856,70.2,91.6
720,91.6,11.4,17.6,22.3,23.6,20.7,1.0,3.0,2.0,1.0,1.0,0.0,0.0,110.0,4.0,100.0,6.0,90.0,5.0,70.0,3.0,5.9088,92.2,85.6
721,85.6,12.4,19.3,23.2,24.0,21.1,1.0,1.0,0.0,2.0,2.0,70.0,1.0,100.0,5.0,90.0,5.0,70.0,6.0,70.0,4.0,5.0,91.6,98.8
722,98.8,12.6,17.3,22.0,23.4,20.3,0.0,0.0,2.0,2.0,1.0,60.0,3.0,70.0,5.0,90.0,6.0,100.0,6.0,70.0,5.0,6.0,85.6,94.6
723,94.6,11.6,16.7,21.2,21.9,18.7,1.0,0.0,1.0,1.0,0.0,80.0,3.0,100.0,5.0,90.0,5.0,90.0,5.0,70.0,3.0,5.0,98.8,116.2
724,116.2,10.9,16.0,22.6,23.7,21.1,1.0,4.0,3.0,4.0,7.0,110.0,2.0,130.0,3.0,100.0,4.0,130.0,4.0,140.0,1.0,3.9392,94.6,86.6
725,86.6,13.1,16.8,19.6,20.8,18.9,3.0,6.0,6.0,5.0,7.0,100.0,1.0,140.0,3.0,180.0,6.0,170.0,6.0,150.0,2.0,0.0,116.2,57.8
726,57.8,14.3,15.1,15.9,17.8,17.2,8.0,8.0,8.0,8.0,5.0,90.0,3.0,150.0,4.0,140.0,3.0,140.0,4.0,110.0,2.0,1.9284,86.6,76.2
727,76.2,16.2,17.0,20.1,18.4,17.5,8.0,7.0,6.0,6.0,5.0,130.0,4.0,170.0,4.0,190.0,5.0,140.0,3.0,120.0,4.0,-0.8682,57.8,72.0
728,72.0,13.6,15.1,18.6,18.5,17.0,8.0,8.0,7.0,7.0,7.0,330.0,5.0,300.0,6.0,320.0,4.0,270.0,2.0,340.0,3.0,-2.5712,76.2,65.8
729,65.8,15.0,16.4,17.7,18.9,15.5,8.0,8.0,7.0,4.0,6.0,260.0,3.0,270.0,4.0,300.0,5.0,330.0,5.0,300.0,2.0,-4.3301,72.0,69.8
730,69.8,12.7,12.8,15.4,16.7,15.5,8.0,8.0,8.0,7.0,8.0,170.0,3.0,180.0,3.0,150.0,3.0,140.0,5.0,140.0,5.0,1.5,65.8,78.8
731,78.8,13.6,16.3,15.1,13.8,14.3,3.0,6.0,6.0,8.0,6.0,200.0,5.0,200.0,9.0,210.0,9.0,220.0,7.0,210.0,6.0,-4.5,69.8,90.4
732,90.4,9.2,14.5,17.3,17.7,15.6,3.0,4.0,7.0,7.0,7.0,120.0,5.0,140.0,4.0,180.0,5.0,210.0,6.0,220.0,4.0,0.0,104.2,87.2
733,87.2,7.4,11.6,14.5,12.7,12.7,7.0,8.0,7.0,8.0,8.0,140.0,3.0,190.0,5.0,230.0,7.0,210.0,5.0,200.0,3.0,-5.3623,90.4,96.0
734,96.0,12.8,14.9,17.2,18.8,17.1,8.0,8.0,6.0,2.0,4.0,240.0,4.0,250.0,3.0,260.0,5.0,280.0,6.0,290.0,3.0,-4.924,87.2,69.4
735,69.4,11.3,12.9,16.4,15.4,15.1,8.0,8.0,7.0,8.0,8.0,210.0,2.0,220.0,3.0,220.0,3.0,240.0,4.0,240.0,2.0,-1.9284,96.0,82.6
736,82.6,10.3,12.8,18.2,20.8,18.0,7.0,4.0,6.0,1.0,4.0,190.0,2.0,200.0,4.0,230.0,5.0,240.0,4.0,230.0,4.0,-3.8302,69.4,83.2
737,83.2,10.9,12.5,15.3,18.3,15.3,8.0,8.0,7.0,6.0,7.0,250.0,3.0,220.0,2.0,260.0,4.0,270.0,4.0,350.0,4.0,-3.9392,82.6,91.6
738,91.6,9.6,10.9,13.4,13.6,11.8,7.0,6.0,5.0,4.0,7.0,330.0,7.0,340.0,7.0,340.0,8.0,340.0,8.0,340.0,7.0,-2.7362,83.2,92.2
739,92.2,4.6,11.3,14.6,16.1,14.3,3.0,4.0,6.0,5.0,4.0,300.0,2.0,300.0,2.0,330.0,4.0,360.0,4.0,360.0,4.0,-2.0,91.6,41.6
740,41.6,10.0,11.3,13.5,13.8,13.2,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,280.0,1.0,330.0,2.0,320.0,1.0,-0.9848,92.2,88.8
741,88.8,9.9,9.5,10.9,10.2,11.1,8.0,8.0,8.0,8.0,5.0,280.0,2.0,280.0,4.0,270.0,3.0,350.0,7.0,330.0,5.0,-3.0,41.6,98.8
742,98.8,5.5,10.4,12.2,13.5,11.6,7.0,6.0,6.0,3.0,5.0,270.0,2.0,290.0,3.0,350.0,5.0,330.0,6.0,310.0,3.0,-0.8682,88.8,87.8
743,87.8,10.9,11.8,13.7,11.0,9.1,7.0,5.0,6.0,4.0,5.0,300.0,6.0,290.0,7.0,270.0,9.0,310.0,9.0,310.0,12.0,-9.0,98.8,87.0
744,87.0,8.1,9.9,9.7,10.4,9.7,2.0,4.0,7.0,6.0,6.0,320.0,7.0,310.0,9.0,310.0,9.0,330.0,9.0,300.0,5.0,-6.8944,87.8,80.4
745,80.4,5.8,5.1,6.1,7.3,4.4,8.0,8.0,8.0,7.0,6.0,360.0,3.0,300.0,4.0,290.0,5.0,280.0,6.0,280.0,5.0,-4.6985,87.0,86.0
746,86.0,1.8,6.1,8.5,9.0,7.7,8.0,7.0,5.0,5.0,4.0,240.0,3.0,270.0,6.0,330.0,9.0,330.0,7.0,300.0,1.0,-4.5,80.4,88.6
747,88.6,2.5,8.1,8.9,9.4,5.8,7.0,6.0,7.0,7.0,8.0,140.0,1.0,180.0,3.0,180.0,4.0,110.0,3.0,170.0,3.0,0.0,86.0,98.6
748,98.6,3.7,8.3,12.8,11.2,9.2,5.0,5.0,4.0,4.0,3.0,10.0,2.0,340.0,3.0,10.0,5.0,340.0,7.0,340.0,7.0,0.8682,88.6,93.2
749,93.2,3.8,6.4,9.8,11.5,9.9,5.0,6.0,6.0,6.0,3.0,260.0,2.0,220.0,3.0,290.0,5.0,320.0,7.0,340.0,7.0,-4.6985,98.6,83.2
750,83.2,4.6,6.2,8.1,7.9,8.4,7.0,8.0,8.0,8.0,8.0,180.0,2.0,200.0,3.0,150.0,4.0,150.0,4.0,140.0,4.0,2.0,93.2,95.4
751,95.4,11.8,11.9,12.7,12.8,12.8,8.0,8.0,8.0,8.0,8.0,210.0,4.0,190.0,7.0,190.0,9.0,200.0,9.0,230.0,6.0,-1.5628,83.2,100.6
752,100.6,11.6,11.8,13.8,14.4,12.3,7.0,8.0,6.0,8.0,8.0,210.0,7.0,210.0,8.0,230.0,8.0,230.0,9.0,230.0,8.0,-6.1284,95.4,100.2
753,100.2,8.7,13.5,14.4,15.0,12.8,2.0,4.0,5.0,4.0,5.0,190.0,4.0,240.0,6.0,250.0,7.0,240.0,6.0,220.0,5.0,-6.5778,100.6,89.6
754,89.6,10.1,11.8,10.1,10.4,11.5,7.0,7.0,8.0,7.0,6.0,140.0,5.0,140.0,4.0,300.0,12.0,300.0,11.0,300.0,8.0,-10.3923,100.2,98.4
755,98.4,5.5,11.4,15.1,16.0,14.2,1.0,4.0,4.0,5.0,4.0,250.0,2.0,300.0,5.0,260.0,4.0,230.0,3.0,210.0,4.0,-3.9392,89.6,67.0
756,67.0,9.0,11.6,11.9,11.8,11.1,7.0,8.0,8.0,8.0,8.0,150.0,3.0,170.0,6.0,160.0,4.0,170.0,4.0,180.0,3.0,1.3681,98.4,95.0
757,95.0,9.9,12.9,15.8,17.5,14.6,6.0,6.0,6.0,5.0,7.0,150.0,2.0,160.0,3.0,130.0,2.0,30.0,2.0,40.0,7.0,1.5321,67.0,101.0
758,101.0,11.0,16.2,18.9,19.8,15.8,4.0,7.0,7.0,7.0,8.0,30.0,3.0,70.0,5.0,70.0,6.0,80.0,5.0,120.0,2.0,5.6382,95.0,100.8
759,100.8,11.2,15.1,18.7,19.4,17.1,0.0,2.0,4.0,4.0,7.0,30.0,3.0,50.0,7.0,60.0,10.0,60.0,11.0,60.0,8.0,8.6603,101.0,91.0
760,91.0,13.2,14.1,18.5,19.8,15.3,8.0,8.0,5.0,6.0,7.0,60.0,5.0,70.0,7.0,70.0,6.0,70.0,7.0,140.0,3.0,5.6382,100.8,94.0
761,94.0,10.8,12.5,18.3,20.5,20.0,9.0,7.0,7.0,7.0,7.0,120.0,2.0,120.0,1.0,150.0,2.0,160.0,1.0,90.0,2.0,1.0,91.0,112.6
762,112.6,10.6,18.5,22.4,23.1,17.1,3.0,4.0,7.0,6.0,6.0,80.0,1.0,130.0,3.0,120.0,3.0,130.0,2.0,340.0,5.0,2.5981,94.0,111.6
763,111.6,11.4,19.6,23.2,23.9,21.0,2.0,1.0,1.0,1.0,1.0,330.0,2.0,70.0,2.0,90.0,5.0,70.0,4.0,360.0,4.0,5.0,112.6,111.0
764,111.0,13.1,19.0,24.1,24.3,22.2,5.0,3.0,2.0,7.0,8.0,360.0,3.0,80.0,3.0,80.0,4.0,120.0,3.0,90.0,3.0,3.9392,111.6,97.4
765,97.4,14.2,15.9,18.5,21.1,18.7,7.0,8.0,7.0,6.0,3.0,340.0,3.0,340.0,3.0,350.0,4.0,350.0,5.0,350.0,5.0,-0.6946,111.0,105.6
766,105.6,9.7,13.5,16.5,17.8,15.4,9.0,8.0,8.0,7.0,7.0,150.0,1.0,180.0,3.0,220.0,4.0,210.0,6.0,210.0,5.0,-2.5712,97.4,91.4
767,91.4,11.5,16.1,19.3,20.4,20.2,3.0,4.0,4.0,5.0,5.0,190.0,3.0,240.0,5.0,200.0,3.0,170.0,3.0,140.0,3.0,-1.0261,105.6,75.2
768,75.2,14.5,16.5,18.2,16.1,15.0,8.0,7.0,8.0,7.0,5.0,270.0,1.0,330.0,2.0,280.0,2.0,290.0,5.0,220.0,5.0,-1.9696,91.4,92.4
769,92.4,11.5,15.4,18.2,18.3,15.8,6.0,6.0,5.0,3.0,7.0,200.0,4.0,230.0,6.0,220.0,9.0,220.0,8.0,220.0,6.0,-5.7851,75.2,109.4
770,109.4,9.9,18.3,22.6,22.6,20.3,6.0,7.0,7.0,7.0,7.0,140.0,3.0,160.0,5.0,160.0,8.0,190.0,8.0,210.0,6.0,2.7362,92.4,89.6
771,89.6,13.4,16.7,18.0,17.8,16.6,6.0,7.0,7.0,7.0,7.0,200.0,3.0,220.0,6.0,230.0,6.0,220.0,7.0,220.0,7.0,-4.5963,109.4,83.6
772,83.6,13.5,13.9,14.0,15.8,15.9,8.0,8.0,8.0,8.0,7.0,190.0,4.0,190.0,4.0,190.0,5.0,210.0,4.0,230.0,3.0,-0.8682,89.6,79.6
773,79.6,11.5,13.6,15.3,15.6,15.6,7.0,8.0,8.0,7.0,3.0,200.0,2.0,220.0,3.0,240.0,3.0,210.0,5.0,220.0,5.0,-2.5981,83.6,91.2
